Date,Balance
2008-03-27,167.44200637964758
2008-03-28,165.43739756594778
2008-03-31,163.3401849482199
2008-04-01,165.60440449562722
2008-04-02,169.07643481768827
2008-04-03,169.24688391346973
2008-04-04,168.1568911880809
2008-04-07,167.29603357452936
2008-04-08,166.61444072496073
2008-04-09,167.11827320338563
2008-04-10,166.56329172776572
2008-04-11,167.3063311642394
2008-04-14,166.73696157038907
2008-04-15,165.71184082458677
2008-04-16,165.30799277151166
2008-04-17,166.2780783593675
2008-04-18,169.57061938697225
2008-04-21,170.88031061440734
2008-04-22,171.41589411018185
2008-04-23,169.71206101968104
2008-04-24,169.77660125144604
2008-04-25,171.1076520938955
2008-04-28,170.60887301590515
2008-04-29,172.32493800485585
2008-04-30,174.40824167668586
2008-05-01,175.04708557028763
2008-05-02,174.60292437052988
2008-05-05,173.68953617106217
2008-05-06,172.02100106894537
2008-05-07,172.12585838705522
2008-05-08,174.1336223057113
2008-05-09,173.5714868388377
2008-05-12,175.2334604827482
2008-05-13,174.65140052514255
2008-05-14,174.36343242804077
2008-05-15,175.4448798040061
2008-05-16,172.54066417469966
2008-05-19,171.88095027997335
2008-05-20,171.1848340517383
2008-05-21,169.8995023865838
2008-05-22,172.4240634257126
2008-05-23,173.13902007637847
2008-05-26,171.55069175464456
2008-05-27,173.4849879019796
2008-05-28,174.82442061502655
2008-05-29,174.9850217270762
2008-05-30,174.6222092267766
2008-06-02,175.06518874994578
2008-06-03,174.9983125529319
2008-06-04,174.2746400490247
2008-06-05,175.75741991256908
2008-06-06,176.6188385029983
2008-06-09,180.28529224651888
2008-06-10,181.4715896742097
2008-06-11,181.76868468673945
2008-06-12,181.8285111395191
2008-06-13,180.62495722108628
2008-06-16,181.27112099100253
2008-06-17,181.3858721326399
2008-06-18,178.65835589122068
2008-06-19,178.9408379866017
2008-06-20,179.47326959583378
2008-06-23,179.60519038159788
2008-06-24,179.03047222180453
2008-06-25,178.62762687464092
2008-06-26,181.0292535391397
2008-06-27,180.7124696598671
2008-06-30,182.31182664367333
2008-07-01,180.21167486720154
2008-07-02,178.61113494681524
2008-07-03,177.04513735154183
2008-07-04,176.506037727314
2008-07-07,177.59917078605417
2008-07-08,174.26994746839725
2008-07-09,173.54768901548806
2008-07-10,171.797315537006
2008-07-11,171.63684517174036
2008-07-14,171.39098120049624
2008-07-15,173.10483236852326
2008-07-16,174.6150819705135
2008-07-17,175.9541132518234
2008-07-18,176.29729336100036
2008-07-21,175.4317192142838
2008-07-22,176.0454252715405
2008-07-23,176.65741083849474
2008-07-24,179.55922606316278
2008-07-25,180.1900805228779
2008-07-28,179.71535035728664
2008-07-29,182.01506031398208
2008-07-30,181.1034392372545
2008-07-31,178.50148938392152
2008-08-01,176.60161732661447
2008-08-04,176.41013357488728
2008-08-05,176.2341600937341
2008-08-06,179.67723127236928
2008-08-07,179.32940533164972
2008-08-08,181.88695304794734
2008-08-11,182.08345967321895
2008-08-12,182.72706000542257
2008-08-13,184.1141733459561
2008-08-14,184.42840355556547
2008-08-15,185.33847687783916
2008-08-18,185.9842684627212
2008-08-19,184.54383908590933
2008-08-20,183.94049197659984
2008-08-21,184.34516539787745
2008-08-22,184.89666179525992
2008-08-25,184.9093570219096
2008-08-26,182.54334536001602
2008-08-27,180.74253607586604
2008-08-28,179.72230009703657
2008-08-29,180.24417306666513
2008-09-01,180.7198805879331
2008-09-02,181.50092249523107
2008-09-03,181.79718075862928
2008-09-04,183.88061715412408
2008-09-05,183.4056571299789
2008-09-08,183.38042850492812
2008-09-09,183.44382383125833
2008-09-10,182.79809559169615
2008-09-11,183.1779108785357
2008-09-12,185.28605651449143
2008-09-15,185.77371375084965
2008-09-16,185.31404578649114
2008-09-17,186.66226601471908
2008-09-18,187.53079742638317
2008-09-19,188.16157870886917
2008-09-22,189.271497570662
2008-09-23,188.62664817334093
2008-09-24,186.93642301157303
2008-09-25,183.55666961081195
2008-09-26,182.02838403017518
2008-09-29,182.4176947878602
2008-09-30,184.3573787103826
2008-10-01,185.20120151727738
2008-10-02,184.43777098135334
2008-10-03,182.40358693000275
2008-10-06,182.64420415499023
2008-10-07,184.27614205762248
2008-10-08,179.3649063340332
2008-10-09,176.81828671459417
2008-10-10,175.73770559661907
2008-10-13,175.64122691307554
2008-10-14,175.1112802553822
2008-10-15,173.76376427449526
2008-10-16,174.0418674468735
2008-10-17,173.55420945129345
2008-10-20,173.19708811405064
2008-10-21,174.7344716928837
2008-10-22,177.35751909044387
2008-10-23,179.420805999312
2008-10-24,184.03421586111253
2008-10-27,183.913382231411
2008-10-28,185.378342746407
2008-10-29,186.56025618589837
2008-10-30,185.70976480781835
2008-10-31,184.72935219850945
2008-11-03,184.68771038546404
2008-11-04,187.90053565624208
2008-11-05,185.6827948515159
2008-11-06,182.63165975155067
2008-11-07,181.7608404675546
2008-11-10,180.81880578847228
2008-11-11,181.00811880949433
2008-11-12,184.77652527762777
2008-11-13,186.670488238176
2008-11-14,186.0085784878532
2008-11-17,185.3283099792141
2008-11-18,183.51991504988814
2008-11-19,180.5663001882425
2008-11-20,178.4458389621078
2008-11-21,178.39905335576972
2008-11-24,180.05057254988904
2008-11-25,180.44660226398872
2008-11-26,180.34360978636767
2008-11-27,179.43160530516232
2008-11-28,178.4620935538514
2008-12-01,179.98879480529644
2008-12-02,189.38256667166772
2008-12-03,186.84381201155054
2008-12-04,184.2552018761485
2008-12-05,183.37941786961522
2008-12-08,183.08444802455537
2008-12-09,181.35041771505922
2008-12-10,180.44195638863408
2008-12-11,180.98394213461813
2008-12-12,183.31077544924835
2008-12-15,184.13367887146387
2008-12-16,185.83481821670784
2008-12-17,188.70259519412528
2008-12-18,191.98760334350314
2008-12-19,192.88140435722863
2008-12-22,193.05206136750087
2008-12-23,192.85069066946227
2008-12-24,192.1872971433116
2008-12-25,189.28293216580326
2008-12-26,189.07654080981456
2008-12-29,189.9562485611885
2008-12-30,189.4102383369956
2008-12-31,189.322601615658
2009-01-01,190.47612051312123
2009-01-02,193.43275032050718
2009-01-05,193.5868234804347
2009-01-06,194.6168564954398
2009-01-07,194.0136680790662
2009-01-08,194.05389002970958
2009-01-09,192.90014192620853
2009-01-12,194.75228010151199
2009-01-13,195.74945333519537
2009-01-14,202.8215508635098
2009-01-15,196.2312730772949
2009-01-16,196.7327277259707
2009-01-19,197.643250076766
2009-01-20,199.89532425188716
2009-01-21,199.99271781558897
2009-01-22,199.29168155427232
2009-01-23,196.61153311838677
2009-01-26,198.9149417328035
2009-01-27,198.9442196606224
2009-01-28,197.28443099650354
2009-01-29,196.1534277278693
2009-01-30,196.55187939819172
2009-02-02,196.17667816263642
2009-02-03,195.89493814027514
2009-02-04,194.90578609410872
2009-02-05,195.85507802830736
2009-02-06,197.19089735019807
2009-02-09,198.90884024171734
2009-02-10,198.99381384981334
2009-02-11,199.1273177283859
2009-02-12,197.5435480427467
2009-02-13,197.60998639654258
2009-02-16,198.58894183721165
2009-02-17,197.63951617418596
2009-02-18,198.72109843666647
2009-02-19,199.5146558204587
2009-02-20,199.86785908212912
2009-02-23,199.6443559804367
2009-02-24,201.53177937468433
2009-02-25,204.8655520350262
2009-02-26,205.1523284358831
2009-02-27,203.12476449335796
2009-03-02,203.0247874009998
2009-03-03,202.12939950236657
2009-03-04,202.08291456535866
2009-03-05,203.71361021767197
2009-03-06,201.20719875024676
2009-03-09,202.51121293907238
2009-03-10,201.66042751772943
2009-03-11,201.08832863390074
2009-03-12,198.62965216150116
2009-03-13,199.12754482263568
2009-03-16,199.11880012769626
2009-03-17,198.72576188798573
2009-03-18,204.2647226151086
2009-03-19,204.4761655884953
2009-03-20,209.44035747703106
2009-03-23,210.14874497389283
2009-03-24,210.05773510666504
2009-03-25,211.1518962054979
2009-03-26,209.16491222441843
2009-03-27,211.93901931953923
2009-03-30,215.54140945272704
2009-03-31,218.2003104619899
2009-04-01,217.4355768805659
2009-04-02,220.36079846559855
2009-04-03,220.49354568980792
2009-04-06,221.90565451593707
2009-04-07,222.63476226321947
2009-04-08,221.685900792335
2009-04-09,220.17737730809785
2009-04-10,219.64123561105717
2009-04-13,217.88380694677923
2009-04-14,217.3060569333626
2009-04-15,218.52494606616793
2009-04-16,217.30589364498832
2009-04-17,218.70873229107306
2009-04-20,219.52939835727503
2009-04-21,223.78322530081743
2009-04-22,222.20757065663116
2009-04-23,220.76998952068303
2009-04-24,219.51104729496058
2009-04-27,220.17045954006096
2009-04-28,218.34627588790673
2009-04-29,218.63409263016305
2009-04-30,216.29924917520623
2009-05-01,215.73452696741367
2009-05-04,216.0032040375615
2009-05-05,214.27140365151476
2009-05-06,211.58657223469763
2009-05-07,210.33895306324416
2009-05-08,210.03478979897042
2009-05-11,211.5094788653249
2009-05-12,210.7769198772635
2009-05-13,209.94873453587212
2009-05-14,209.74167602316857
2009-05-15,208.41548058607833
2009-05-18,209.20875815572225
2009-05-19,209.71978010092252
2009-05-20,210.95439584435337
2009-05-21,208.10782014770717
2009-05-22,208.73540718069106
2009-05-25,209.57571554506353
2009-05-26,204.6372231694304
2009-05-27,203.64324015128435
2009-05-28,206.01163002856796
2009-05-29,208.4973089061729
2009-06-01,209.87550793928645
2009-06-02,209.94756640444282
2009-06-03,213.3201391987385
2009-06-04,211.94339186282076
2009-06-05,209.0192757966628
2009-06-08,209.63329295287642
2009-06-09,212.28149080487054
2009-06-10,212.36343119340327
2009-06-11,211.80292055372232
2009-06-12,210.99938037835298
2009-06-15,210.0501437263233
2009-06-16,210.8052562815454
2009-06-17,210.34626729716535
2009-06-18,208.16877753319693
2009-06-19,207.4386333188298
2009-06-22,206.00798277851226
2009-06-23,205.688847067041
2009-06-24,205.30109791181928
2009-06-25,204.93800830027163
2009-06-26,203.6976987203658
2009-06-29,203.6185459356294
2009-06-30,203.40544414015235
2009-07-01,202.18356459485562
2009-07-02,204.05832567419355
2009-07-03,203.74552781273883
2009-07-06,205.21453259625085
2009-07-07,203.5947156841216
2009-07-08,203.86129183969067
2009-07-09,206.7881153364533
2009-07-10,206.65199069774337
2009-07-13,205.6191597189537
2009-07-14,203.79813441888263
2009-07-15,204.39101334729904
2009-07-16,205.74941276124684
2009-07-17,204.81639304234406
2009-07-20,204.81422510063788
2009-07-21,204.4331370822122
2009-07-22,201.05362824680748
2009-07-23,201.17328620579292
2009-07-24,201.18035788072638
2009-07-27,201.00862829162907
2009-07-28,201.11932646588332
2009-07-29,199.90946126358918
2009-07-30,200.72199933835032
2009-07-31,199.8900846867424
2009-08-03,202.3765384654268
2009-08-04,203.2261368184575
2009-08-05,204.7993172636193
2009-08-06,201.82099027633558
2009-08-07,204.28936841437607
2009-08-10,204.24862764051346
2009-08-11,207.1163954643037
2009-08-12,205.98907249128064
2009-08-13,203.68330994621
2009-08-14,203.19685988060888
2009-08-17,203.8606565674
2009-08-18,205.38976639770942
2009-08-19,204.14352219055294
2009-08-20,202.72169133749588
2009-08-21,200.20461819431284
2009-08-24,200.07815539842716
2009-08-25,198.16973362191692
2009-08-26,197.3202779755948
2009-08-27,194.96921801366642
2009-08-28,192.81679126538756
2009-08-31,192.27155669563783
2009-09-01,191.43736724317947
2009-09-02,191.9494508271452
2009-09-03,191.59650878806895
2009-09-04,185.83999326393268
2009-09-07,184.52567911636507
2009-09-08,189.18528623602077
2009-09-09,189.27275292963506
2009-09-10,189.07766607418145
2009-09-11,188.75672349468124
2009-09-14,190.8547922455835
2009-09-15,189.93032663977147
2009-09-16,188.01721724517168
2009-09-17,186.2788241742772
2009-09-18,185.29359576088876
2009-09-21,184.63567134406108
2009-09-22,185.16182566006253
2009-09-23,183.38993152424064
2009-09-24,183.51352557447734
2009-09-25,184.93760339467607
2009-09-28,186.85299605920912
2009-09-29,187.75658333580182
2009-09-30,185.65622601310594
2009-10-01,185.1196808432904
2009-10-02,182.20309443993128
2009-10-05,182.02835625042576
2009-10-06,181.39349383713017
2009-10-07,180.50536503784656
2009-10-08,181.26022544975217
2009-10-09,182.15648921609264
2009-10-12,182.8612609190749
2009-10-13,180.74870134162143
2009-10-14,176.9285590802903
2009-10-15,178.53268847912898
2009-10-16,178.3434298869697
2009-10-19,178.55212426049152
2009-10-20,177.61989583567893
2009-10-21,178.3750932308339
2009-10-22,178.26856537177508
2009-10-23,180.26048594945857
2009-10-26,183.24755601382478
2009-10-27,182.93480062561122
2009-10-28,183.80342043043584
2009-10-29,189.04114333586182
2009-10-30,190.18965110803083
2009-11-02,189.58953612577596
2009-11-03,188.70506537508277
2009-11-04,188.79410296774114
2009-11-05,188.8907732882598
2009-11-06,187.6835351446945
2009-11-09,186.7672950720446
2009-11-10,183.71087324991777
2009-11-11,182.31599861644114
2009-11-12,181.6285760159329
2009-11-13,181.72816931359307
2009-11-16,180.08300898323984
2009-11-17,180.428599915951
2009-11-18,179.73697329903652
2009-11-19,179.01502707007464
2009-11-20,179.58823967672842
2009-11-23,180.64372390559845
2009-11-24,179.09544092950392
2009-11-25,178.96004098756663
2009-11-26,181.33664566616957
2009-11-27,189.69343885366274
2009-11-30,189.76879328641957
2009-12-01,188.8797531296773
2009-12-02,187.70197106171045
2009-12-03,188.49056743457197
2009-12-04,195.59127263289025
2009-12-07,198.75721719851234
2009-12-08,201.04022074134696
2009-12-09,200.8180402741805
2009-12-10,199.13775841127114
2009-12-11,199.10543958990004
2009-12-14,198.6251126036364
2009-12-15,198.7221984061612
2009-12-16,199.1885993326181
2009-12-17,201.04356369041483
2009-12-18,201.9682886841261
2009-12-21,201.70050738363554
2009-12-22,202.28221553483522
2009-12-23,201.64510680104414
2009-12-24,200.1322167697267
2009-12-25,200.28425339679373
2009-12-28,200.21485470463847
2009-12-29,199.14259669373365
2009-12-30,202.1235183571462
2009-12-31,202.3059419787046
2010-01-01,201.5056816356037
2010-01-04,203.17925386613496
2010-01-05,205.76386372225093
2010-01-06,206.3021347853942
2010-01-07,206.19288530526475
2010-01-08,201.996813534125
2010-01-11,201.8612521705442
2010-01-12,201.58745349094914
2010-01-13,200.53098081020636
2010-01-14,199.05358294695245
2010-01-15,198.74158836569976
2010-01-18,198.34459134083068
2010-01-19,196.81727129721043
2010-01-20,198.4333573310066
2010-01-21,202.38046147928011
2010-01-22,202.91873912238862
2010-01-25,206.37999187443899
2010-01-26,206.4414209095355
2010-01-27,207.03395703524095
2010-01-28,203.95797278674448
2010-01-29,202.18119169219642
2010-02-01,201.9201356604535
2010-02-02,200.85677191772274
2010-02-03,200.18825509048992
2010-02-04,211.85727493614164
2010-02-05,210.17137568590445
2010-02-08,217.26420731170788
2010-02-09,215.70053003530808
2010-02-10,211.1361876089091
2010-02-11,211.91843937386318
2010-02-12,207.15228707604513
2010-02-15,206.23226615897377
2010-02-16,206.9669501607815
2010-02-17,211.29646587714922
2010-02-18,210.8827800284128
2010-02-19,210.0184598419886
2010-02-22,209.85600513572723
2010-02-23,212.4000310092788
2010-02-24,212.15964597836808
2010-02-25,213.91547174062833
2010-02-26,216.50728584272093
2010-03-01,217.11327335286876
2010-03-02,213.91437413497894
2010-03-03,221.79529265942176
2010-03-04,217.70874938436026
2010-03-05,221.76900891375476
2010-03-08,225.92823349119945
2010-03-09,226.10247495511308
2010-03-10,226.37496078465614
2010-03-11,227.20316966477597
2010-03-12,225.30887262557576
2010-03-15,227.04582473630248
2010-03-16,229.96836631228413
2010-03-17,229.883946520734
2010-03-18,227.2198892049859
2010-03-19,230.01083036793085
2010-03-22,229.7386764392664
2010-03-23,228.78883896990504
2010-03-24,232.60428012921054
2010-03-25,233.20332855642727
2010-03-26,232.85838430524927
2010-03-29,234.431343815594
2010-03-30,236.18150959542797
2010-03-31,237.85076820829474
2010-04-01,237.47012582692025
2010-04-02,237.16312584857238
2010-04-05,236.18559163031264
2010-04-06,237.01975982590326
2010-04-07,236.7319982381999
2010-04-08,236.03188523512583
2010-04-09,235.40677225805823
2010-04-12,237.52866800262575
2010-04-13,233.13322581388337
2010-04-14,231.08195132583012
2010-04-15,228.83797131678563
2010-04-16,227.90689660257345
2010-04-19,234.03988560864914
2010-04-20,234.55439722994007
2010-04-21,231.72913198697606
2010-04-22,227.25772801699557
2010-04-23,230.61770101806323
2010-04-26,231.31236057327848
2010-04-27,237.32587514241678
2010-04-28,241.14336800173416
2010-04-29,243.0781333307175
2010-04-30,240.63837149347057
2010-05-03,240.54132709397692
2010-05-04,243.15070877935244
2010-05-05,245.8377102490204
2010-05-06,257.555626995981
2010-05-07,261.7876689367439
2010-05-10,264.1193418894672
2010-05-11,262.2877003924963
2010-05-12,260.6797532746374
2010-05-13,264.38141454465864
2010-05-14,266.7229402691866
2010-05-17,269.51179119651727
2010-05-18,267.62293461897
2010-05-19,266.2496308391245
2010-05-20,264.94833770640753
2010-05-21,263.2339554226467
2010-05-24,263.6419678913031
2010-05-25,261.9328256657567
2010-05-26,261.18528516143
2010-05-27,261.6398004706973
2010-05-28,259.12551841839064
2010-05-31,258.8430961565643
2010-06-01,252.77305983872282
2010-06-02,252.3834857659769
2010-06-03,252.89179724458074
2010-06-04,257.3502035576881
2010-06-07,262.619505543246
2010-06-08,266.8352605000332
2010-06-09,268.0719275058671
2010-06-10,269.2781601274607
2010-06-11,267.7808228678833
2010-06-14,268.9422701728063
2010-06-15,269.19400652081237
2010-06-16,265.46406875716247
2010-06-17,266.13812051489754
2010-06-18,265.63266624473545
2010-06-21,263.0119638121097
2010-06-22,262.50569971732807
2010-06-23,260.28297328690246
2010-06-24,258.81806975927515
2010-06-25,256.1338119168201
2010-06-28,255.62617347631976
2010-06-29,258.34949106880396
2010-06-30,256.3290173580866
2010-07-01,262.8578066993815
2010-07-02,264.3460286905727
2010-07-05,266.59714633928354
2010-07-06,261.29010430716403
2010-07-07,257.9420234399862
2010-07-08,258.4534885903976
2010-07-09,257.8311024110593
2010-07-12,256.7712119064185
2010-07-13,254.91919752719707
2010-07-14,254.14574412263
2010-07-15,254.85487613738314
2010-07-16,258.9363149335586
2010-07-19,260.48491159036735
2010-07-20,259.7051448929477
2010-07-21,258.12926315506274
2010-07-22,261.2615236082604
2010-07-23,260.6850860500646
2010-07-26,260.46705845104634
2010-07-27,261.74575111152535
2010-07-28,261.2931173639716
2010-07-29,261.65576954446954
